sample_type,anchor_text,positive_text,repeat_weight,reason_category,reason_source_field,reason_source_text,Q1,A1,Q2,session_id,Q1_row,Q2_row,distance,relation_type,dep_reason,thought_process,label,done
positive,贵公司这个行业成长性如何？ 此问题已回复过，谢谢您！,公司未来发展前景如何?对目前这个行业的前途看好吗？,1,disclosure_detail,dep_reason,Q2重复追问行业成长性，A1回避未答，构成交互依赖。,贵公司这个行业成长性如何？,此问题已回复过，谢谢您！,公司未来发展前景如何?对目前这个行业的前途看好吗？,002069_2014,63,66,3,Complaint,Q2重复追问行业成长性，A1回避未答，构成交互依赖。,,,1
positive,叔叔好，持续关注公司，公司为什么会出现亏损？ 请详见公司已披露的公告，谢谢！,叔叔好，持续关注公司，公司为什么会出现亏损？,2,answer_pressure,dep_reason,Q2重复追问A1未正面回答的同一问题，表示不满。,叔叔好，持续关注公司，公司为什么会出现亏损？,请详见公司已披露的公告，谢谢！,叔叔好，持续关注公司，公司为什么会出现亏损？,002069_2015,22,25,3,Complaint,Q2重复追问A1未正面回答的同一问题，表示不满。,,,1
positive,做为一个投资公司多年的小股东，亏损过半，请问吴董事长，我还能持有公司股票吗？你做为公司带头人，会采取什么措施来保证公司业绩。 相信獐子岛，永远都是对的！缩小开口风险、恢复并稳定海洋牧场的产出；加快食品发展步伐，提升獐子岛品牌竞争力；实现双主业运营布局。今年一定盈利并进入快速上升通道！,请问董事长，今年扇贝开始打捞了吗？产量是不是比去年有提高？,1,disclosure_detail,dep_reason,Q2针对A1中“恢复并稳定海洋牧场产出”具体到扇贝打捞和产量进行细节追问。,做为一个投资公司多年的小股东，亏损过半，请问吴董事长，我还能持有公司股票吗？你做为公司带头人，会采取什么措施来保证公司业绩。,相信獐子岛，永远都是对的！缩小开口风险、恢复并稳定海洋牧场的产出；加快食品发展步伐，提升獐子岛品牌竞争力；实现双主业运营布局。今年一定盈利并进入快速上升通道！,请问董事长，今年扇贝开始打捞了吗？产量是不是比去年有提高？,002069_2015,37,40,3,Elaboration,Q2针对A1中“恢复并稳定海洋牧场产出”具体到扇贝打捞和产量进行细节追问。,,,1
positive,请问吴总，目前还持有976.4万股可流通股，如果按大宗交易折价减持，按照8元的价格计算的话，共可得7800余万，还不够当时承诺的8000万补偿额，吴总是否考虑过通过什么方式完成当时的承诺，或者干脆赖账算了！ 好问好答！谢谢您的关心！,你好，吴总，你的1亿承诺，儿童节前，会兑现吗？,1,disclosure_detail,dep_reason,Q2继续追问Q1中承诺兑现问题，而A1回避回答。,请问吴总，目前还持有976.4万股可流通股，如果按大宗交易折价减持，按照8元的价格计算的话，共可得7800余万，还不够当时承诺的8000万补偿额，吴总是否考虑过通过什么方式完成当时的承诺，或者干脆赖账算了！,好问好答！谢谢您的关心！,你好，吴总，你的1亿承诺，儿童节前，会兑现吗？,002069_2015,52,56,4,Complaint,Q2继续追问Q1中承诺兑现问题，而A1回避回答。,,,1
positive,第二个问题，请管理层共同回答：公司最近两年来经历了这么多的负面的问题，作为公司的三位高管还对上市公司的前景看好吗？还会像以前哪有认为獐子岛值得股民看好吗？ 作为职业经理人，我加盟獐子岛集团仅4年时间，但我愿意把这份工作做成我的事业。獐子岛集团是一个重质量、讲诚信的企业，经营上虽然受2014年自然灾害的影响一直处于恢复期，但企业的根基没有动摇：业务正常开展且收入持续增长，员工、经销商、供应商、债权人稳定，除海洋牧场外的海洋食品等产业近2年取得较大的进步，而海洋牧场的领先性、可持续性、可借鉴性得到了业内专家的广泛认同。做产业是长跑，需要韧劲，我们会一直努力、一直坚持！,董秘你好！公司海洋牧场处于灾后重建恢复期，公司恢复海洋牧场做了哪些方面的努力，预计好久能恢复，谢谢！,2,restructuring,dep_reason,Q2针对A1中提到的海洋牧场恢复状态，追问具体努力和时间表。,第二个问题，请管理层共同回答：公司最近两年来经历了这么多的负面的问题，作为公司的三位高管还对上市公司的前景看好吗？还会像以前哪有认为獐子岛值得股民看好吗？,作为职业经理人，我加盟獐子岛集团仅4年时间，但我愿意把这份工作做成我的事业。獐子岛集团是一个重质量、讲诚信的企业，经营上虽然受2014年自然灾害的影响一直处于恢复期，但企业的根基没有动摇：业务正常开展且收入持续增长，员工、经销商、供应商、债权人稳定，除海洋牧场外的海洋食品等产业近2年取得较大的进步，而海洋牧场的领先性、可持续性、可借鉴性得到了业内专家的广泛认同。做产业是长跑，需要韧劲，我们会一直努力、一直坚持！,董秘你好！公司海洋牧场处于灾后重建恢复期，公司恢复海洋牧场做了哪些方面的努力，预计好久能恢复，谢谢！,002069_2015,59,62,3,Elaboration,Q2针对A1中提到的海洋牧场恢复状态，追问具体努力和时间表。,,,1
positive,第二个问题，请管理层共同回答：公司最近两年来经历了这么多的负面的问题，作为公司的三位高管还对上市公司的前景看好吗？还会像以前哪有认为獐子岛值得股民看好吗？ 作为职业经理人，我加盟獐子岛集团仅4年时间，但我愿意把这份工作做成我的事业。獐子岛集团是一个重质量、讲诚信的企业，经营上虽然受2014年自然灾害的影响一直处于恢复期，但企业的根基没有动摇：业务正常开展且收入持续增长，员工、经销商、供应商、债权人稳定，除海洋牧场外的海洋食品等产业近2年取得较大的进步，而海洋牧场的领先性、可持续性、可借鉴性得到了业内专家的广泛认同。做产业是长跑，需要韧劲，我们会一直努力、一直坚持！,作为一个持有公司股票多年的老股民，公司二年来的表现让我很失望，我也亏损很多，请问吴董事长，你觉得我还能持有公司股票吗？请问你老觉得如何能使公司回归正常。若不能请你引咎辞职把！！,2,performance_governance,dep_reason,Q2针对A1中管理层乐观但无实质措施的回应，进一步施压质疑能否回归正常，并威胁辞职。,第二个问题，请管理层共同回答：公司最近两年来经历了这么多的负面的问题，作为公司的三位高管还对上市公司的前景看好吗？还会像以前哪有认为獐子岛值得股民看好吗？,作为职业经理人，我加盟獐子岛集团仅4年时间，但我愿意把这份工作做成我的事业。獐子岛集团是一个重质量、讲诚信的企业，经营上虽然受2014年自然灾害的影响一直处于恢复期，但企业的根基没有动摇：业务正常开展且收入持续增长，员工、经销商、供应商、债权人稳定，除海洋牧场外的海洋食品等产业近2年取得较大的进步，而海洋牧场的领先性、可持续性、可借鉴性得到了业内专家的广泛认同。做产业是长跑，需要韧劲，我们会一直努力、一直坚持！,作为一个持有公司股票多年的老股民，公司二年来的表现让我很失望，我也亏损很多，请问吴董事长，你觉得我还能持有公司股票吗？请问你老觉得如何能使公司回归正常。若不能请你引咎辞职把！！,002069_2015,59,64,5,Challenge,Q2针对A1中管理层乐观但无实质措施的回应，进一步施压质疑能否回归正常，并威胁辞职。,,,1
positive,请介绍一下公司的行业地位？ 公司是以海珍品种业、海水增养殖、海洋食品为主业，集冷链物流、渔业装备等相关产业为一体的综合型海洋企业，公司已构建起育种、育苗、养殖、暂养、加工、仓储、流通、贸易的一体化供应链保障体系。目前公司营收规模居A股渔业上市公司首位，海洋牧场建设水平、海洋食品品牌影响力、生物及生态、食品的技术水平等方面均处于国内同行业领先水平，在底播虾夷扇贝、海参、鲍鱼、波士顿龙虾、金枪鱼等品种的规模或品牌影响力方式居国内前列。近年来，公司战略由“资源市场”向“市场资源”转型，按照“高值化、终端化、品牌化”的产品目标，致力于由“食材企业向食品企业升级”。公司高度重视服务消费者，电商等直面消费者、方便消费者的渠道稳步拓展，休闲食品、粉丝扇贝等食品销量快速增长。战略与措施的调整拉动公司业务结构发生相应变化，新的成长空间正在打开。,公司转型为海鲜食品企业的话，原材料就不一定非要是獐子岛原产地的啦，但应该注意单独有个子品牌来界定，以保证不要损害獐子岛原产地海鲜的价值。请考虑好品牌战略的规划。打开公司发展空间还要靠海鲜食品深加工和品牌运作来保障。,2,strategy_planning,dep_reason,Q2针对A1中公司向食品企业转型的战略，进一步提出品牌规划建议，依赖A1的转型方向。,请介绍一下公司的行业地位？,公司是以海珍品种业、海水增养殖、海洋食品为主业，集冷链物流、渔业装备等相关产业为一体的综合型海洋企业，公司已构建起育种、育苗、养殖、暂养、加工、仓储、流通、贸易的一体化供应链保障体系。目前公司营收规模居A股渔业上市公司首位，海洋牧场建设水平、海洋食品品牌影响力、生物及生态、食品的技术水平等方面均处于国内同行业领先水平，在底播虾夷扇贝、海参、鲍鱼、波士顿龙虾、金枪鱼等品种的规模或品牌影响力方式居国内前列。近年来，公司战略由“资源市场”向“市场资源”转型，按照“高值化、终端化、品牌化”的产品目标，致力于由“食材企业向食品企业升级”。公司高度重视服务消费者，电商等直面消费者、方便消费者的渠道稳步拓展，休闲食品、粉丝扇贝等食品销量快速增长。战略与措施的调整拉动公司业务结构发生相应变化，新的成长空间正在打开。,公司转型为海鲜食品企业的话，原材料就不一定非要是獐子岛原产地的啦，但应该注意单独有个子品牌来界定，以保证不要损害獐子岛原产地海鲜的价值。请考虑好品牌战略的规划。打开公司发展空间还要靠海鲜食品深加工和品牌运作来保障。,002069_2016,5,10,5,Elaboration,Q2针对A1中公司向食品企业转型的战略，进一步提出品牌规划建议，依赖A1的转型方向。,,,1
positive,公司对深加工产品及新品如扇贝零食的销售及利润情况应该分类特别披露。请问扇贝和虾类零食的销售2016年具体数字是多少？是否盈利？ 感谢您的提问，公司将认真研究主营业务分产品披露情况，使信息披露更准确的反映公司转型升级情况。2016年公司休闲食品销售收入约2000万元，较2015年度实现大幅增长并盈利。,请问公司休闲食品的毛利率大概在什么水平？其原料是否一定要用獐子岛的？如果是这样会受产能限制，希望区别开来原产地的和非原产地的，或者标明产地，这是十分重要的！不然会被315举报的。同时也是公司优质资源价值体现的方式。,1,disclosure_detail,dep_reason,Q2围绕A1中休闲食品销售收入追问毛利率和原料产地等细节。,公司对深加工产品及新品如扇贝零食的销售及利润情况应该分类特别披露。请问扇贝和虾类零食的销售2016年具体数字是多少？是否盈利？,感谢您的提问，公司将认真研究主营业务分产品披露情况，使信息披露更准确的反映公司转型升级情况。2016年公司休闲食品销售收入约2000万元，较2015年度实现大幅增长并盈利。,请问公司休闲食品的毛利率大概在什么水平？其原料是否一定要用獐子岛的？如果是这样会受产能限制，希望区别开来原产地的和非原产地的，或者标明产地，这是十分重要的！不然会被315举报的。同时也是公司优质资源价值体现的方式。,002069_2016,8,9,1,Elaboration,Q2围绕A1中休闲食品销售收入追问毛利率和原料产地等细节。,,,1
positive,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？ 做强主业、做优产品、做响品牌；强化实业与资本的融合，做实未来战略！,"公司采取了具体怎样的应对措施,在同业中不断做大做强?",2,strategy_planning,dep_reason,Q2针对A1中‘做强主业’等原则性表述要求具体应对措施。,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,做强主业、做优产品、做响品牌；强化实业与资本的融合，做实未来战略！,"公司采取了具体怎样的应对措施,在同业中不断做大做强?",002069_2016,22,23,1,Elaboration,Q2针对A1中‘做强主业’等原则性表述要求具体应对措施。,,,1
positive,公司的水产产品出口的规模多大？未来会否开拓海外市场？ 您好，2017年出口业务营业收入9.08亿元，同比增长15%，占公司总营收约30%，业务发展持续稳定。区域覆盖北美、欧洲、澳洲、及日韩、东南亚等市场，公司将在2018年继续加大力度发挥“加工+贸易”、“仓储+贸易”优势，不断放大“全球资源、全球市场、全球流通”的业务量。,现在公司出口业务有什么进展？,1,disclosure_detail,dep_reason,Q2针对A1中2018年加大出口业务力度的计划追问具体进展，属内容依赖。,公司的水产产品出口的规模多大？未来会否开拓海外市场？,您好，2017年出口业务营业收入9.08亿元，同比增长15%，占公司总营收约30%，业务发展持续稳定。区域覆盖北美、欧洲、澳洲、及日韩、东南亚等市场，公司将在2018年继续加大力度发挥“加工+贸易”、“仓储+贸易”优势，不断放大“全球资源、全球市场、全球流通”的业务量。,现在公司出口业务有什么进展？,002069_2017,6,10,4,Elaboration,Q2针对A1中2018年加大出口业务力度的计划追问具体进展，属内容依赖。,,,1
positive,公司目前负债率已经达到将近九成，如此高的负债率，公司未来在资金引进方面有什么打算？ 感谢关注！公司将积极抓好生产经营，保障经营资金：一是积极拓展销售渠道增加销售收入，借助ERP信息化升级项目，提高公司内外部供应链运行效率，提高产品销售周转率和加工生产环节原材料周转效率，显著降低库存产品及原材料存量，减少存货占用资金；加强应收账款回收管理工作，控制应收账款期末余额水平，净回收一定额度的资金；二是稳定与债权银行合作，保持信贷规模总体稳定；发挥境外公司融资平台融资功能，与境外上下游合作伙伴开展供应链金融业务，补充流动资金。另外，公司计划在2018年内处理闲置低效及非主业相关资产，用以偿还部分有息债务，优化贷款结构及贷款规模；公司拟引进新零售、长期资本等特定目标类型的战略投资者，优化治理结构，提升可持续发展能力，推动公司转型升级。,别整官腔了都啥时候股民要知道啥时候退市会不会破产,1,disclosure_detail,dep_reason,Q2明确指责A1回答官腔，并追问退市和破产风险，针对回答回避态度进行施压。,公司目前负债率已经达到将近九成，如此高的负债率，公司未来在资金引进方面有什么打算？,感谢关注！公司将积极抓好生产经营，保障经营资金：一是积极拓展销售渠道增加销售收入，借助ERP信息化升级项目，提高公司内外部供应链运行效率，提高产品销售周转率和加工生产环节原材料周转效率，显著降低库存产品及原材料存量，减少存货占用资金；加强应收账款回收管理工作，控制应收账款期末余额水平，净回收一定额度的资金；二是稳定与债权银行合作，保持信贷规模总体稳定；发挥境外公司融资平台融资功能，与境外上下游合作伙伴开展供应链金融业务，补充流动资金。另外，公司计划在2018年内处理闲置低效及非主业相关资产，用以偿还部分有息债务，优化贷款结构及贷款规模；公司拟引进新零售、长期资本等特定目标类型的战略投资者，优化治理结构，提升可持续发展能力，推动公司转型升级。,别整官腔了都啥时候股民要知道啥时候退市会不会破产,002069_2017,9,13,4,Complaint,Q2明确指责A1回答官腔，并追问退市和破产风险，针对回答回避态度进行施压。,,,1
positive,希望公司现在要兑现承诺信心很难建立了 感谢关注！公司目前经营总体平稳可控；资金获得政府及银监局和债权银行支持，存量可满足近期经营需要；团队稳定；11项措施按计划深入推进；海洋牧场加速调整，转型升级为核心的重构正在稳步推进。,请问吴总，11项措施是否有什么进展？,1,disclosure_detail,dep_reason,Q2针对A1中“11项措施按计划深入推进”索要具体进展。,希望公司现在要兑现承诺信心很难建立了,感谢关注！公司目前经营总体平稳可控；资金获得政府及银监局和债权银行支持，存量可满足近期经营需要；团队稳定；11项措施按计划深入推进；海洋牧场加速调整，转型升级为核心的重构正在稳步推进。,请问吴总，11项措施是否有什么进展？,002069_2017,14,15,1,Elaboration,Q2针对A1中“11项措施按计划深入推进”索要具体进展。,,,1
positive,希望公司现在要兑现承诺信心很难建立了 感谢关注！公司目前经营总体平稳可控；资金获得政府及银监局和债权银行支持，存量可满足近期经营需要；团队稳定；11项措施按计划深入推进；海洋牧场加速调整，转型升级为核心的重构正在稳步推进。,流动资金不足问题怎样解决,2,performance_governance,dep_reason,Q2针对A1中资金存量可满足经营的表述，追问流动资金不足的具体解决方案，延续并细化资金问题。,希望公司现在要兑现承诺信心很难建立了,感谢关注！公司目前经营总体平稳可控；资金获得政府及银监局和债权银行支持，存量可满足近期经营需要；团队稳定；11项措施按计划深入推进；海洋牧场加速调整，转型升级为核心的重构正在稳步推进。,流动资金不足问题怎样解决,002069_2017,14,18,4,Elaboration,Q2针对A1中资金存量可满足经营的表述，追问流动资金不足的具体解决方案，延续并细化资金问题。,,,1
positive,请问吴总，11项措施是否有什么进展？ 措施1、关闭风险敞口，重新布局海洋牧场：海洋牧场研究中心已形成调查报告与海洋牧场转型方案，并上报总裁办公会。转型方案从海洋牧场风险有效管控、提升产出质量的角度，提出海域功能规划、品种结构规划、业务结构规划、组织人员规划等，并关联预算业绩考核、质量目标考核，结合苗种投入、品种产出各时点，逐步推进落实。下一步将在进一步调研、完善的基础上，组织专家针对方案进行论证，并根据审批权限，提交董事会审议，并由最终决策机构决定相关海域的未来使用规划。措施2、扩大加工食品业务规模：公司内部进一步明确了预算落实的可行性，完善了提升盈利水平、强化市场与品牌建设的相关措施，以海参滋补品、调理食品、休闲食品为重点，拓展线上线下渠道，保持加工食品业务稳步发展的态势，弥补虾夷扇贝减少带来的收入、利润缺口。措施3、节支节流，降低成本费用：公司正在全面推进中。目前已经加强非生产性支出的方面管控，确立集团整体非生产性支出同比下降20%；加强存货周转，确立存货周转率同比加快25%以上的目标；降低采购成本，确立物资采购成本同比下降5%的目标；提出优化职能部门的组织与效率目标，以及海洋牧场转型方案涉及的组织架构配置目标，提升效率降低成本；提出优质客户识别及授信管理目标，加快应收账款周转，减少坏账损失；提出处理闲置低效资产2亿元以上的目标；全集团范围内组织开展开源节流、成本管控活动。以上措施关联绩效考核、质量目标考核，逐步推进实施。措施4、稳定经营性现金流，确保财务风险可控：公司主营业务收入保持了稳步增长的态势，经营性现金情况稳定；同时与公司有业务的银行机构根据债权人委员会专题会议形成的一致意见，授信额度没有减少，没有抽贷压贷等行为，继续给予公司稳定的资金支持。措施5、依据政策，按程序申请减免海域使用金：公司本次受灾底播虾夷扇贝养殖海域损失标准符合《海域使用金减免管理办法》减免规定，目前已向政府有关部门汇报受灾情况及申请减免海域使用金的请求，收到政府《关于减免海域使用金申请的回复》，要求专业机构提供《受灾海域的区域面积测量报告》《受灾海域受灾情况评估报告》，近期公司已组织专业机构进行现场评估，出具了专业报告，目前在评审过程中。措施6、积极寻求保险合作，控制产业经营风险：公司已经开始对接相关保险公司，现正在根据保险公司要求，提供其所需的调查问卷资料，以便其对公司海洋保险制作专属保险方案。措施7、专家指导，提升风险预警与应急能力：2018年3月4日在青岛召开的海洋牧场贝类增养殖风险预警与应对策略研讨会上专家提出建议：一是通过监测海洋生态环境指标及分析其与生物之间的影响关系等，逐步建立起科学有效的风险预警模型；二是生态容量是海洋牧场可持续发展的核心，科学管理是重要保障，加强对海洋底层水温、溶解氧、初级生产力、营养盐、颗粒有机物（POM）等指标的监测，科学建模进行生态容量动态评估；三是海洋牧场中单一的贝类增养殖受天然饵料等自然因素制约，其潜在风险是存在的，今后要加强人工干预技术的研究，加强土著品种的开发力度，因地制宜构建海洋牧场生物多样性；四是进一步加强海洋牧场系统建设技术与管理方法的研究应用，完善技术标准和法律法规，提高其抵抗风险的能力，确保海洋牧场健康稳定的发展；五是一旦海洋牧场灾情发生，政府、科研及企业各方应协同配合，共同应对，及时发布全面客观的信息，主动召开新闻发布会，正确引导舆论；六是政府要发挥准入和管理作用，广泛征求相关专家、企业建议，制定海域使用规划，基于生态系统需求，通过生态工程建设，恢复修复优化生态环境，养护增殖渔业资源，实现对生态、生物和生产的和谐管理；七是尽快引入政策性保险机制，确保海洋牧场建设的顺利推进，实现蓝色粮仓的美好愿景。公司将依靠科技，不断认知海洋，推动公共服务平台建设，加强对海洋大生态的监控。公司将产学研联合攻关，根据环境现状，重新修订监测预警等相关制度，建立生物与生态环境间不同条件下的预警方案，以达到预警预报、提升海洋牧场风险应急能力的目标。通过分层次递进式识别、判断异常指标对海洋生态环境、海洋生物生存的影响，及时作出预判，采取有效措施化解、应对风险，推动黄海北部海洋牧场健康发展。措施8、积极引进战略投资者，推动加快转型：已初步确定引进投资者方式、类型与目标，具体情况请以公司公告为准。措施9、提供风险保障，稳定员工队伍：在公司2018年2月5日披露的《关于底播虾夷扇贝2017年终盘点情况的公告》中：“为激励员工在灾后重建中多做贡献、共渡难关，董事长吴厚刚先生承诺为“2014年员工持股计划”在2019年末以后清算时的在职员工提供亏损风险保障。措施10、聚集主业，实施瘦身计划：公司已开始拟定部分资产处置方案，董事会审议的年度投资计划已明确将加强休闲食品、海洋种业、轻资产模式海洋牧场项目建设及运营。措施11、全面检视，加强内控管理：公司管理层与董事会已识别内控存在的缺陷情况，并将其包含在内部控制自我评价报告中。公司已在年度质量目标中明确“识别全系统风险，建立健全风险防控机制”指标，正视内部控制建设和执行中存在的问题，持续改进，提高公司内部控制的完善性、执行的有效性，保证在所有重大方面保持有效的内部控制并部署各单位分别从各自领域梳理内控风险，形成风险识别清单及对应防控措施。,请问吴总，资源涵养区的海域使用费还用缴纳么？,2,strategy_planning,dep_reason,Q2围绕A1中海域功能规划和海域使用金减免信息，追问资源涵养区海域使用费是否仍需缴纳。,请问吴总，11项措施是否有什么进展？,措施1、关闭风险敞口，重新布局海洋牧场：海洋牧场研究中心已形成调查报告与海洋牧场转型方案，并上报总裁办公会。转型方案从海洋牧场风险有效管控、提升产出质量的角度，提出海域功能规划、品种结构规划、业务结构规划、组织人员规划等，并关联预算业绩考核、质量目标考核，结合苗种投入、品种产出各时点，逐步推进落实。下一步将在进一步调研、完善的基础上，组织专家针对方案进行论证，并根据审批权限，提交董事会审议，并由最终决策机构决定相关海域的未来使用规划。措施2、扩大加工食品业务规模：公司内部进一步明确了预算落实的可行性，完善了提升盈利水平、强化市场与品牌建设的相关措施，以海参滋补品、调理食品、休闲食品为重点，拓展线上线下渠道，保持加工食品业务稳步发展的态势，弥补虾夷扇贝减少带来的收入、利润缺口。措施3、节支节流，降低成本费用：公司正在全面推进中。目前已经加强非生产性支出的方面管控，确立集团整体非生产性支出同比下降20%；加强存货周转，确立存货周转率同比加快25%以上的目标；降低采购成本，确立物资采购成本同比下降5%的目标；提出优化职能部门的组织与效率目标，以及海洋牧场转型方案涉及的组织架构配置目标，提升效率降低成本；提出优质客户识别及授信管理目标，加快应收账款周转，减少坏账损失；提出处理闲置低效资产2亿元以上的目标；全集团范围内组织开展开源节流、成本管控活动。以上措施关联绩效考核、质量目标考核，逐步推进实施。措施4、稳定经营性现金流，确保财务风险可控：公司主营业务收入保持了稳步增长的态势，经营性现金情况稳定；同时与公司有业务的银行机构根据债权人委员会专题会议形成的一致意见，授信额度没有减少，没有抽贷压贷等行为，继续给予公司稳定的资金支持。措施5、依据政策，按程序申请减免海域使用金：公司本次受灾底播虾夷扇贝养殖海域损失标准符合《海域使用金减免管理办法》减免规定，目前已向政府有关部门汇报受灾情况及申请减免海域使用金的请求，收到政府《关于减免海域使用金申请的回复》，要求专业机构提供《受灾海域的区域面积测量报告》《受灾海域受灾情况评估报告》，近期公司已组织专业机构进行现场评估，出具了专业报告，目前在评审过程中。措施6、积极寻求保险合作，控制产业经营风险：公司已经开始对接相关保险公司，现正在根据保险公司要求，提供其所需的调查问卷资料，以便其对公司海洋保险制作专属保险方案。措施7、专家指导，提升风险预警与应急能力：2018年3月4日在青岛召开的海洋牧场贝类增养殖风险预警与应对策略研讨会上专家提出建议：一是通过监测海洋生态环境指标及分析其与生物之间的影响关系等，逐步建立起科学有效的风险预警模型；二是生态容量是海洋牧场可持续发展的核心，科学管理是重要保障，加强对海洋底层水温、溶解氧、初级生产力、营养盐、颗粒有机物（POM）等指标的监测，科学建模进行生态容量动态评估；三是海洋牧场中单一的贝类增养殖受天然饵料等自然因素制约，其潜在风险是存在的，今后要加强人工干预技术的研究，加强土著品种的开发力度，因地制宜构建海洋牧场生物多样性；四是进一步加强海洋牧场系统建设技术与管理方法的研究应用，完善技术标准和法律法规，提高其抵抗风险的能力，确保海洋牧场健康稳定的发展；五是一旦海洋牧场灾情发生，政府、科研及企业各方应协同配合，共同应对，及时发布全面客观的信息，主动召开新闻发布会，正确引导舆论；六是政府要发挥准入和管理作用，广泛征求相关专家、企业建议，制定海域使用规划，基于生态系统需求，通过生态工程建设，恢复修复优化生态环境，养护增殖渔业资源，实现对生态、生物和生产的和谐管理；七是尽快引入政策性保险机制，确保海洋牧场建设的顺利推进，实现蓝色粮仓的美好愿景。公司将依靠科技，不断认知海洋，推动公共服务平台建设，加强对海洋大生态的监控。公司将产学研联合攻关，根据环境现状，重新修订监测预警等相关制度，建立生物与生态环境间不同条件下的预警方案，以达到预警预报、提升海洋牧场风险应急能力的目标。通过分层次递进式识别、判断异常指标对海洋生态环境、海洋生物生存的影响，及时作出预判，采取有效措施化解、应对风险，推动黄海北部海洋牧场健康发展。措施8、积极引进战略投资者，推动加快转型：已初步确定引进投资者方式、类型与目标，具体情况请以公司公告为准。措施9、提供风险保障，稳定员工队伍：在公司2018年2月5日披露的《关于底播虾夷扇贝2017年终盘点情况的公告》中：“为激励员工在灾后重建中多做贡献、共渡难关，董事长吴厚刚先生承诺为“2014年员工持股计划”在2019年末以后清算时的在职员工提供亏损风险保障。措施10、聚集主业，实施瘦身计划：公司已开始拟定部分资产处置方案，董事会审议的年度投资计划已明确将加强休闲食品、海洋种业、轻资产模式海洋牧场项目建设及运营。措施11、全面检视，加强内控管理：公司管理层与董事会已识别内控存在的缺陷情况，并将其包含在内部控制自我评价报告中。公司已在年度质量目标中明确“识别全系统风险，建立健全风险防控机制”指标，正视内部控制建设和执行中存在的问题，持续改进，提高公司内部控制的完善性、执行的有效性，保证在所有重大方面保持有效的内部控制并部署各单位分别从各自领域梳理内控风险，形成风险识别清单及对应防控措施。,请问吴总，资源涵养区的海域使用费还用缴纳么？,002069_2017,15,17,2,Elaboration,Q2围绕A1中海域功能规划和海域使用金减免信息，追问资源涵养区海域使用费是否仍需缴纳。,,,1
positive,子公司都亏损怎么办 感谢关注!针对公司底播虾夷扇贝存货核销及计提跌价准备影响2017年度经营业绩大幅亏损的情况，公司拟订了调整产业及产品结构、保障现金流安全、引进战略投资者等11个方面的措施，其中明确将：聚焦海洋牧场与海洋食品等主业，实施瘦身计划，处置闲置资产、剥离非主营业务、清理亏损企业；节支节流，严控成本费用，提升劳动效率、强化预算管理，全员、全过程、全方位降成本。通过这些措施，一方面将提升相关公司的盈利能力，同时将在成本效益原则下适时采取措施处置闲置资产、剥离非主营业务、清理亏损企业。,除了扇贝遭受到巨大损失外，请问公司其他方面的业务目前经营是否正常？,2,performance_governance,dep_reason,Q2基于A1中扇贝亏损事实，进一步追问其他业务经营是否正常。,子公司都亏损怎么办,感谢关注!针对公司底播虾夷扇贝存货核销及计提跌价准备影响2017年度经营业绩大幅亏损的情况，公司拟订了调整产业及产品结构、保障现金流安全、引进战略投资者等11个方面的措施，其中明确将：聚焦海洋牧场与海洋食品等主业，实施瘦身计划，处置闲置资产、剥离非主营业务、清理亏损企业；节支节流，严控成本费用，提升劳动效率、强化预算管理，全员、全过程、全方位降成本。通过这些措施，一方面将提升相关公司的盈利能力，同时将在成本效益原则下适时采取措施处置闲置资产、剥离非主营业务、清理亏损企业。,除了扇贝遭受到巨大损失外，请问公司其他方面的业务目前经营是否正常？,002069_2017,19,20,1,Elaboration,Q2基于A1中扇贝亏损事实，进一步追问其他业务经营是否正常。,,,1
